date,set03
1113868800000,1.13277
1113955200000,1.13357
1114041600000,1.1327
1114128000000,1.13382
1114387200000,1.13295
1114473600000,1.13325
1114560000000,1.13047
1114646400000,1.13084
1114732800000,1.13363
1115078400000,1.1293
1115164800000,1.12989
1115251200000,1.13156
1115596800000,1.13202
1115683200000,1.13327
1115769600000,1.13277
1115856000000,1.13423
1115942400000,1.1363
1116201600000,1.13811
1116288000000,1.13758
1116374400000,1.13713
1116460800000,1.13113
1116547200000,1.13507
1116979200000,1.13548
1117065600000,1.13668
1117152000000,1.13569
1117238400000,1.13555
1117411200000,1.13028
1117497600000,1.13386
1117584000000,1.13456
1117670400000,1.14227
1117756800000,1.13539
1118016000000,1.13762
1118102400000,1.13804
1118188800000,1.13415
1118275200000,1.13489
1118361600000,1.13528
1118620800000,1.1378
1118707200000,1.1384
1118793600000,1.13884
1118880000000,1.13861
1118966400000,1.13791
1119225600000,1.13909
1119312000000,1.13904
1119398400000,1.12776
1119484800000,1.13854
1119571200000,1.13971
1119830400000,1.13973
1119916800000,1.14047
1120003200000,1.14125
1120089600000,1.14385
1120176000000,1.14215
1120435200000,1.14402
1120521600000,1.14382
1120608000000,1.14385
1120694400000,1.14501
1120780800000,1.14428
1121040000000,1.1445
1121126400000,1.14497
1121212800000,1.14541
1121299200000,1.14598
1121385600000,1.14656
1121644800000,1.14719
1121731200000,1.14709
1121817600000,1.14734
1121904000000,1.14662
1121990400000,1.14705
1122249600000,1.14691
1122336000000,1.13691
1122422400000,1.14769
1122508800000,1.14789
1122595200000,1.14968
1122854400000,1.15061
1122940800000,1.14991
1123027200000,1.1499
1123113600000,1.14998
1123200000000,1.15085
1123459200000,1.15094
1123545600000,1.14967
1123632000000,1.15002
1123718400000,1.15139
1123804800000,1.15184
1124064000000,1.15259
1124150400000,1.15192
1124236800000,1.15196
1124323200000,1.15065
1124409600000,1.15183
1124668800000,1.15028
1124755200000,1.15111
1124841600000,1.15078
1124928000000,1.15033
1125014400000,1.15176
1125273600000,1.15103
1125360000000,1.1516
1125446400000,1.15233
1125532800000,1.15173
1125619200000,1.15331
1126051200000,1.15374
1126137600000,1.15455
1126224000000,1.1552
1126310400000,1.15344
1126483200000,1.15429
1126569600000,1.1544
1126656000000,1.15423
1126742400000,1.15492
1126828800000,1.15578
1126915200000,1.15777
1127088000000,1.15839
1127174400000,1.15876
1127260800000,1.15857
1127692800000,1.15887
1127779200000,1.15931
1127865600000,1.15966
1127952000000,1.16094
1128038400000,1.16029
1128297600000,1.15982
1128384000000,1.16017
1128470400000,1.15808
1128556800000,1.15798
1128643200000,1.16344
1128902400000,1.16352
1128988800000,1.16335
1129075200000,1.16445
1129161600000,1.16367
1129248000000,1.16304
1129507200000,1.16289
1129593600000,1.16186
1129680000000,1.16194
1129766400000,1.16072
1129852800000,1.16187
1130112000000,1.16055
1130198400000,1.16091
1130284800000,1.16025
1130371200000,1.15901
1130457600000,1.15912
1130716800000,1.16161
1130803200000,1.16311
1130889600000,1.16298
1130976000000,1.16263
1131062400000,1.16242
1131321600000,1.16268
1131408000000,1.16221
1131494400000,1.16182
1131580800000,1.16243
1131667200000,1.1617
1131926400000,1.16152
1132012800000,1.16165
1132099200000,1.16114
1132185600000,1.1609
1132272000000,1.16215
1132531200000,1.16267
1132617600000,1.16241
1132704000000,1.16235
1132790400000,1.16196
1132876800000,1.1627
1133136000000,1.16243
1133222400000,1.16261
1133308800000,1.16268
1133395200000,1.16183
1133481600000,1.16418
1133740800000,1.16235
1133827200000,1.1623
1133913600000,1.16203
1134000000000,1.16219
1134086400000,1.16269
1134345600000,1.16183
1134432000000,1.16189
1134518400000,1.16161
1134604800000,1.16097
1134691200000,1.16167
1134950400000,1.16243
1135036800000,1.16226
1135123200000,1.1622
1135209600000,1.16276
1135296000000,1.16256
1135641600000,1.16316
1135728000000,1.16372
1135814400000,1.16544
1135900800000,1.16566
1136246400000,1.16539
1136332800000,1.16627
1136419200000,1.16633
1136505600000,1.1663
1136764800000,1.16631
1136851200000,1.16705
1136937600000,1.16717
1137024000000,1.16785
1137110400000,1.16825
1137369600000,1.16826
1137456000000,1.16908
1137542400000,1.16951
1137628800000,1.17022
1137715200000,1.17019
1137974400000,1.16996
1138060800000,1.17028
1138147200000,1.16959
