date,set04
1101945600000,1.0457
1102032000000,1.04614
1102377600000,1.0459
1102464000000,1.04921
1102550400000,1.04983
1102636800000,1.05093
1102723200000,1.05291
1102896000000,1.0529
1102982400000,1.05364
1103068800000,1.05557
1103155200000,1.05795
1103241600000,1.05851
1103500800000,1.05836
1103587200000,1.05917
1103673600000,1.05961
1103760000000,1.05991
1104105600000,1.06022
1104192000000,1.06049
1104278400000,1.06046
1104364800000,1.06015
1104451200000,1.05999
1104710400000,1.06688
1104796800000,1.06839
1104883200000,1.06934
1104969600000,1.0692
1105056000000,1.06984
1105315200000,1.071
1105401600000,1.07212
1105488000000,1.07297
1105574400000,1.07366
1105660800000,1.07504
1105920000000,1.07517
1106006400000,1.07638
1106092800000,1.07649
1106179200000,1.07741
1106265600000,1.07701
1106524800000,1.07759
1106611200000,1.07856
1106697600000,1.07827
1106784000000,1.07795
1106870400000,1.0778
1107129600000,1.07931
1107216000000,1.07926
1107302400000,1.08012
1107388800000,1.08006
1107475200000,1.08063
1107734400000,1.08118
1107820800000,1.08207
1107907200000,1.0827
1107993600000,1.08149
1108080000000,1.0833
1108339200000,1.08362
1108425600000,1.08328
1108512000000,1.0844
1108598400000,1.08426
1108684800000,1.08397
1108944000000,1.08322
1109030400000,1.083
1109116800000,1.08329
1109203200000,1.08359
1109289600000,1.08367
1109548800000,1.08428
1109635200000,1.08378
1109721600000,1.08432
1110153600000,1.08416
1110240000000,1.08561
1110326400000,1.08662
1110412800000,1.08603
1110499200000,1.08615
1110585600000,1.08654
1110758400000,1.08649
1110844800000,1.0862
1110931200000,1.08663
1111017600000,1.08694
1111104000000,1.08763
1111363200000,1.08712
1111449600000,1.08739
1111536000000,1.08745
1111622400000,1.0869
1111708800000,1.08723
1111968000000,1.08745
1112054400000,1.08778
1112140800000,1.08776
1112227200000,1.08878
1112313600000,1.08913
1112572800000,1.0897
1112659200000,1.09017
1112745600000,1.09016
1112832000000,1.09005
1112918400000,1.09074
1113177600000,1.09068
1113264000000,1.09258
1113350400000,1.09175
1113436800000,1.0925
1113523200000,1.09253
1113782400000,1.09223
1113868800000,1.09269
1113955200000,1.09325
1114041600000,1.09301
1114128000000,1.09318
1114387200000,1.09369
1114473600000,1.09433
1114560000000,1.09504
1114646400000,1.09516
1114732800000,1.09598
1115078400000,1.0964
1115164800000,1.09658
1115251200000,1.09671
1115596800000,1.09757
1115683200000,1.09821
1115769600000,1.09945
1115856000000,1.09993
1115942400000,1.10079
1116201600000,1.10167
1116288000000,1.10181
1116374400000,1.10239
1116460800000,1.10285
1116547200000,1.10345
1116979200000,1.10382
1117065600000,1.10519
1117152000000,1.10525
1117238400000,1.1055
1117411200000,1.10584
1117497600000,1.10608
1117584000000,1.10698
1117670400000,1.10796
1117756800000,1.10851
1118016000000,1.10919
1118102400000,1.10925
1118188800000,1.11062
1118275200000,1.11124
1118361600000,1.11193
1118620800000,1.11257
1118707200000,1.11254
1118793600000,1.11238
1118880000000,1.11213
1118966400000,1.11057
1119225600000,1.11104
1119312000000,1.11109
1119398400000,1.11307
1119484800000,1.11441
1119571200000,1.11493
1119830400000,1.11543
1119916800000,1.11609
1120003200000,1.11649
1120089600000,1.11697
1120176000000,1.11684
1120435200000,1.11738
1120521600000,1.11796
1120608000000,1.11786
1120694400000,1.11802
1120780800000,1.11866
1121040000000,1.11915
1121126400000,1.11887
1121212800000,1.11756
1121299200000,1.11717
1121385600000,1.11794
1121644800000,1.11806
1121731200000,1.11808
1121817600000,1.11861
1121904000000,1.11852
1121990400000,1.1177
1122249600000,1.11803
1122336000000,1.12012
1122422400000,1.1209
1122508800000,1.12149
1122595200000,1.12088
1122854400000,1.122
1122940800000,1.12009
1123027200000,1.1196
1123113600000,1.11889
1123200000000,1.11924
1123459200000,1.11887
1123545600000,1.11802
1123632000000,1.11932
1123718400000,1.12009
1123804800000,1.11973
1124064000000,1.1204
1124150400000,1.12245
1124236800000,1.1234
1124323200000,1.12896
1124409600000,1.13068
1124668800000,1.13132
1124755200000,1.13158
1124841600000,1.13157
1124928000000,1.13121
1125014400000,1.13195
1125273600000,1.13176
1125360000000,1.13199
1125446400000,1.13286
1125532800000,1.13404
1125619200000,1.13321
1126051200000,1.13223
1126137600000,1.1337
1126224000000,1.13407
1126310400000,1.13513
1126483200000,1.13524
1126569600000,1.13597
1126656000000,1.13662
1126742400000,1.13678
1126828800000,1.13939
1126915200000,1.13835
1127088000000,1.13812
1127174400000,1.13996
1127260800000,1.14022
1127692800000,1.13992
1127779200000,1.14124
1127865600000,1.14076
1127952000000,1.14027
1128038400000,1.14032
1128297600000,1.13871
1128384000000,1.13993
1128470400000,1.1392
1128556800000,1.13781
1128643200000,1.13771
1128902400000,1.1363
1128988800000,1.13796
1129075200000,1.13906
1129161600000,1.13821
1129248000000,1.13722
1129507200000,1.13624
1129593600000,1.13657
1129680000000,1.13708
1129766400000,1.13723
1129852800000,1.13713
1130112000000,1.13687
1130198400000,1.13848
1130284800000,1.13737
1130371200000,1.13488
1130457600000,1.13428
1130716800000,1.13462
1130803200000,1.1388
1130889600000,1.14134
1130976000000,1.14242
1131062400000,1.12578
1131321600000,1.12755
1131408000000,1.14784
1131494400000,1.14854
1131580800000,1.145
1131667200000,1.14423
1131926400000,1.14595
1132012800000,1.14571
1132099200000,1.14283
1132185600000,1.14214
1132272000000,1.14252
1132531200000,1.14151
1132617600000,1.14209
1132704000000,1.14422
1132790400000,1.14251
1132876800000,1.14239
1133136000000,1.14351
1133222400000,1.1459
1133308800000,1.14701
1133395200000,1.1472
1133481600000,1.14792
1133740800000,1.15016
1133827200000,1.15006
1133913600000,1.15078
1134000000000,1.1517
1134086400000,1.15095
1134345600000,1.1518
1134432000000,1.14919
1134518400000,1.14973
1134604800000,1.14952
1134691200000,1.1487
1134950400000,1.15038
1135036800000,1.14663
1135123200000,1.14615
1135209600000,1.14693
1135296000000,1.14642
1135641600000,1.14702
1135728000000,1.14802
1135814400000,1.14842
1135900800000,1.14924
1136246400000,1.1538
1136332800000,1.1531
1136419200000,1.15288
1136505600000,1.15535
1136764800000,1.15531
1136851200000,1.15563
1136937600000,1.15632
1137024000000,1.15838
1137110400000,1.15901
1137369600000,1.15749
1137456000000,1.15638
1137542400000,1.15946
1137628800000,1.1591
1137715200000,1.15876
1137974400000,1.15858
1138060800000,1.15755
1138147200000,1.15565
