row,ДПФ "Доверие",ППФ "Доверие",УПФ "Доверие",ДПФ "Съгласие",ППФ "Съгласие",УПФ "Съгласие"
2005-12-06 00:00:00,1.18005,1.18394,1.1623,1.15006,1.1423,1.15078
2005-12-07 00:00:00,1.18007,1.18419,1.16203,1.15078,1.14286,1.15128
2005-12-08 00:00:00,1.18027,1.18431,1.16219,1.1517,1.14386,1.15275
2005-12-09 00:00:00,1.18126,1.18442,1.16269,1.15095,1.1428,1.15154
2005-12-12 00:00:00,1.18037,1.18368,1.16183,1.1518,1.1443,1.15248
2005-12-13 00:00:00,1.18096,1.18396,1.16189,1.14919,1.1407,1.14848
2005-12-14 00:00:00,1.18039,1.18364,1.16161,1.14973,1.14144,1.14914
2005-12-15 00:00:00,1.18003,1.18306,1.16097,1.14952,1.14087,1.14828
2005-12-16 00:00:00,1.18,1.18387,1.16167,1.1487,1.13984,1.14776
2005-12-19 00:00:00,1.18163,1.1846,1.16243,1.15038,1.1418,1.14946
2005-12-20 00:00:00,1.18136,1.1847,1.16226,1.14663,1.14372,1.15126
2005-12-21 00:00:00,1.18191,1.18466,1.1622,1.14615,1.14339,1.15096
2005-12-22 00:00:00,1.18326,1.18594,1.16276,1.14693,1.14451,1.1521
2005-12-23 00:00:00,1.18331,1.18581,1.16256,1.14642,1.14397,1.1519
2005-12-27 00:00:00,1.18445,1.18686,1.16316,1.14702,1.14463,1.15238
2005-12-28 00:00:00,1.18472,1.18714,1.16372,1.14802,1.14576,1.15343
2005-12-29 00:00:00,1.18716,1.18946,1.16544,1.14842,1.14603,1.15384
2005-12-30 00:00:00,1.1874,1.18972,1.16566,1.14924,1.14432,1.15025
2006-01-03 00:00:00,1.18723,1.18931,1.16539,1.1538,1.14668,1.15515
2006-01-04 00:00:00,1.18851,1.19042,1.16627,1.1531,1.14557,1.15329
2006-01-05 00:00:00,1.1881,1.19036,1.16633,1.15288,1.14457,1.15124
2006-01-06 00:00:00,1.18774,1.1895,1.1663,1.15535,1.14785,1.1546
2006-01-09 00:00:00,1.18753,1.18944,1.16631,1.15531,1.14733,1.15397
2006-01-10 00:00:00,1.18798,1.19048,1.16705,1.15563,1.14735,1.1539
2006-01-11 00:00:00,1.1882,1.19069,1.16717,1.15632,1.14789,1.15437
2006-01-12 00:00:00,1.1881,1.1914,1.16785,1.15838,1.14997,1.15652
2006-01-13 00:00:00,1.1891,1.19132,1.16825,1.15901,1.1514,1.15766
2006-01-16 00:00:00,1.18864,1.19116,1.16826,1.15749,1.14949,1.15599
2006-01-17 00:00:00,1.18865,1.19185,1.16908,1.15638,1.148,1.15468
2006-01-18 00:00:00,1.18979,1.19231,1.16951,1.15946,1.15153,1.15802
2006-01-19 00:00:00,1.19025,1.19287,1.17022,1.1591,1.15117,1.15761
2006-01-20 00:00:00,1.19042,1.1928,1.17019,1.15876,1.151,1.15774
2006-01-23 00:00:00,1.19002,1.19223,1.16996,1.15858,1.15069,1.1574
2006-01-24 00:00:00,1.19049,1.19265,1.17028,1.15755,1.14938,1.1554
2006-01-25 00:00:00,1.18961,1.19189,1.16959,1.15565,1.14696,1.15333
