date,set01
1101859200000,1.09051
1101945600000,1.0913
1102032000000,1.09278
1102377600000,1.09353
1102464000000,1.09474
1102550400000,1.09561
1102636800000,1.09614
1102723200000,1.0958
1102896000000,1.0954
1102982400000,1.0956
1103068800000,1.09595
1103155200000,1.09609
1103241600000,1.09691
1103500800000,1.09829
1103587200000,1.09803
1103673600000,1.09968
1103760000000,1.10202
1104105600000,1.10163
1104192000000,1.10129
1104278400000,1.10209
1104364800000,1.10102
1104451200000,1.10052
1104710400000,1.10127
1104796800000,1.10661
1104883200000,1.10999
1104969600000,1.11197
1105056000000,1.11335
1105315200000,1.11854
1105401600000,1.12012
1105488000000,1.12288
1105574400000,1.12362
1105660800000,1.12452
1105920000000,1.12469
1106006400000,1.12355
1106092800000,1.12402
1106179200000,1.12724
1106265600000,1.12761
1106524800000,1.12821
1106611200000,1.12845
1106697600000,1.12834
1106784000000,1.12703
1106870400000,1.12833
1107129600000,1.12875
1107216000000,1.13056
1107302400000,1.1289
1107388800000,1.12983
1107475200000,1.12927
1107734400000,1.12704
1107820800000,1.12751
1107907200000,1.13029
1107993600000,1.13153
1108080000000,1.13496
1108339200000,1.13779
1108425600000,1.14089
1108512000000,1.14529
1108598400000,1.15125
1108684800000,1.14911
1108944000000,1.15076
1109030400000,1.14941
1109116800000,1.14999
1109203200000,1.1532
1109289600000,1.1627
1109548800000,1.16087
1109635200000,1.15859
1109721600000,1.15653
1110153600000,1.16203
1110240000000,1.16002
1110326400000,1.16209
1110412800000,1.16199
1110499200000,1.16094
1110585600000,1.16124
1110758400000,1.15951
1110844800000,1.16028
1110931200000,1.15987
1111017600000,1.15805
1111104000000,1.15977
1111363200000,1.15792
1111449600000,1.15871
1111536000000,1.15468
1111622400000,1.15504
1111708800000,1.16104
1111968000000,1.16057
1112054400000,1.1602
1112140800000,1.15909
1112227200000,1.16233
1112313600000,1.15868
1112572800000,1.15878
1112659200000,1.15902
1112745600000,1.15732
1112832000000,1.15751
1112918400000,1.1561
1113177600000,1.15652
1113264000000,1.15631
1113350400000,1.15451
1113436800000,1.15398
1113523200000,1.15402
1113782400000,1.15439
1113868800000,1.15409
1113955200000,1.15417
1114041600000,1.15136
1114128000000,1.15243
1114387200000,1.15264
1114473600000,1.15107
1114560000000,1.15088
1114646400000,1.14735
1114732800000,1.16297
1115078400000,1.1516
1115164800000,1.15134
1115251200000,1.15081
1115596800000,1.15097
1115683200000,1.15125
1115769600000,1.1518
1115856000000,1.15282
1115942400000,1.15578
1116201600000,1.156
1116288000000,1.15575
1116374400000,1.15504
1116460800000,1.15375
1116547200000,1.15436
1116979200000,1.15519
1117065600000,1.15535
1117152000000,1.15412
1117238400000,1.15282
1117411200000,1.15283
1117497600000,1.15839
1117584000000,1.15066
1117670400000,1.1493
1117756800000,1.14915
1118016000000,1.14856
1118102400000,1.14906
1118188800000,1.14875
1118275200000,1.14939
1118361600000,1.15042
1118620800000,1.14904
1118707200000,1.1493
1118793600000,1.14906
1118880000000,1.14787
1118966400000,1.14755
1119225600000,1.14843
1119312000000,1.14828
1119398400000,1.14448
1119484800000,1.14299
1119571200000,1.14502
1119830400000,1.1446
1119916800000,1.14892
1120003200000,1.14949
1120089600000,1.15824
1120176000000,1.15118
1120435200000,1.15238
1120521600000,1.1517
1120608000000,1.15232
1120694400000,1.15247
1120780800000,1.15114
1121040000000,1.15115
1121126400000,1.15188
1121212800000,1.1516
1121299200000,1.15303
1121385600000,1.15348
1121644800000,1.1547
1121731200000,1.15421
1121817600000,1.15461
1121904000000,1.15397
1121990400000,1.15447
1122249600000,1.15433
1122336000000,1.15398
1122422400000,1.15453
1122508800000,1.15406
1122595200000,1.15883
1122854400000,1.15663
1122940800000,1.15695
1123027200000,1.15723
1123113600000,1.15758
1123200000000,1.15866
1123459200000,1.1597
1123545600000,1.15628
1123632000000,1.15738
1123718400000,1.1578
1123804800000,1.15842
1124064000000,1.16021
1124150400000,1.16075
1124236800000,1.16113
1124323200000,1.16002
1124409600000,1.1631
1124668800000,1.16001
1124755200000,1.1609
1124841600000,1.15958
1124928000000,1.15713
1125014400000,1.15996
1125273600000,1.15751
1125360000000,1.15828
1125446400000,1.15944
1125532800000,1.1582
1125619200000,1.15907
1126051200000,1.16009
1126137600000,1.1608
1126224000000,1.16149
1126310400000,1.16075
1126483200000,1.1619
1126569600000,1.16299
1126656000000,1.16458
1126742400000,1.16745
1126828800000,1.17047
1126915200000,1.17116
1127088000000,1.17189
1127174400000,1.17159
1127260800000,1.17144
1127692800000,1.17139
1127779200000,1.1723
1127865600000,1.17273
1127952000000,1.17383
1128038400000,1.17318
1128297600000,1.17275
1128384000000,1.17228
1128470400000,1.17101
1128556800000,1.172
1128643200000,1.17272
1128902400000,1.17254
1128988800000,1.17258
1129075200000,1.17391
1129161600000,1.17315
1129248000000,1.17248
1129507200000,1.17303
1129593600000,1.1723
1129680000000,1.1729
1129766400000,1.1716
1129852800000,1.17258
1130112000000,1.17109
1130198400000,1.17108
1130284800000,1.17095
1130371200000,1.16998
1130457600000,1.1702
1130716800000,1.17335
1130803200000,1.1748
1130889600000,1.17404
1130976000000,1.17528
1131062400000,1.17595
1131321600000,1.17747
1131408000000,1.17768
1131494400000,1.17751
1131580800000,1.17827
1131667200000,1.17234
1131926400000,1.17148
1132012800000,1.17213
1132099200000,1.17204
1132185600000,1.17122
1132272000000,1.17912
1132531200000,1.17953
1132617600000,1.1789
1132704000000,1.17868
1132790400000,1.1782
1132876800000,1.17894
1133136000000,1.17872
1133222400000,1.17967
1133308800000,1.18034
1133395200000,1.17997
1133481600000,1.18128
1133740800000,1.18074
1133827200000,1.18005
1133913600000,1.18007
1134000000000,1.18027
1134086400000,1.18126
1134345600000,1.18037
1134432000000,1.18096
1134518400000,1.18039
1134604800000,1.18003
1134691200000,1.18
1134950400000,1.18163
1135036800000,1.18136
1135123200000,1.18191
1135209600000,1.18326
1135296000000,1.18331
1135641600000,1.18445
1135728000000,1.18472
1135814400000,1.18716
1135900800000,1.1874
1136246400000,1.18723
1136332800000,1.18851
1136419200000,1.1881
1136505600000,1.18774
1136764800000,1.18753
1136851200000,1.18798
1136937600000,1.1882
1137024000000,1.1881
1137110400000,1.1891
1137369600000,1.18864
1137456000000,1.18865
1137542400000,1.18979
1137628800000,1.19025
1137715200000,1.19042
1137974400000,1.19002
1138060800000,1.19049
1138147200000,1.18961
